PID,item,similarity,apriori_faktor,aposteriori_faktor
1652,ST4_SH5,0.5670388080469447,ST,SH
1657,ST4_SH5,0.6257040400870472,ST,SH
1659,ST4_SH5,0.3308279716595522,ST,SH
1660,ST4_SH5,0.4951752697698978,ST,SH
1661,ST4_SH5,0.4527451320297283,ST,SH
1663,ST4_SH5,0.4665678736908317,ST,SH
1664,ST4_SH5,0.5271761794912664,ST,SH
1666,ST4_SH5,0.47277046585307936,ST,SH
1667,ST4_SH5,0.55119973966125,ST,SH
1670,ST4_SH5,0.45669444521006464,ST,SH
1671,ST4_SH5,0.6964156143818702,ST,SH
1672,ST4_SH5,0.4061729105507393,ST,SH
1675,ST4_SH5,0.4835732102426805,ST,SH
1676,ST4_SH5,0.4158764661928232,ST,SH
1677,ST4_SH5,0.5151577080756021,ST,SH
1680,ST4_SH5,0.4704853669075006,ST,SH
1683,ST4_SH5,0.5009553757723436,ST,SH
1685,ST4_SH5,0.42276799425601413,ST,SH
1686,ST4_SH5,0.38858438928475236,ST,SH
1687,ST4_SH5,0.5331125923212161,ST,SH
1688,ST4_SH5,0.662727577159474,ST,SH
1691,ST4_SH5,0.548068329104119,ST,SH
1693,ST4_SH5,0.5041165944928455,ST,SH
1694,ST4_SH5,0.34160406092231216,ST,SH
1697,ST4_SH5,0.6024691848482548,ST,SH
1699,ST4_SH5,0.5318249936199364,ST,SH
1702,ST4_SH5,0.6321780403219837,ST,SH
1704,ST4_SH5,0.5138038815960111,ST,SH
1705,ST4_SH5,0.41674634363555313,ST,SH
1706,ST4_SH5,0.48923406532238145,ST,SH
1712,ST4_SH5,0.6751038711671917,ST,SH
1713,ST4_SH5,0.535268541666182,ST,SH
1717,ST4_SH5,0.4676623883184777,ST,SH
1718,ST4_SH5,0.4450813223150467,ST,SH
1720,ST4_SH5,0.5447965906949265,ST,SH
1721,ST4_SH5,0.5564574796525319,ST,SH
1723,ST4_SH5,0.30247816318383924,ST,SH
1724,ST4_SH5,0.7077695575553481,ST,SH
1729,ST4_SH5,0.3105422554133899,ST,SH
1731,ST4_SH5,0.585854772030909,ST,SH
1733,ST4_SH5,0.21863909372478063,ST,SH
1734,ST4_SH5,0.472077512868108,ST,SH
1736,ST4_SH5,0.12125136590894631,ST,SH
1741,ST4_SH5,0.5231476599812006,ST,SH
1742,ST4_SH5,0.602408292868739,ST,SH
1743,ST4_SH5,0.5341379273750843,ST,SH
1747,ST4_SH5,0.5834219285535565,ST,SH
1751,ST4_SH5,0.551349754878052,ST,SH
1753,ST4_SH5,0.624815880362325,ST,SH
1754,ST4_SH5,0.5037711441457422,ST,SH
1759,ST4_SH5,0.3541949123234975,ST,SH
1760,ST4_SH5,0.6158115084107598,ST,SH
1762,ST4_SH5,0.4367866655390658,ST,SH
1763,ST4_SH5,0.6542419186929491,ST,SH
1764,ST4_SH5,0.6027487637414991,ST,SH
1767,ST4_SH5,0.7360952976908394,ST,SH
1768,ST4_SH5,0.4087361185964795,ST,SH
1769,ST4_SH5,0.5982905909341338,ST,SH
1770,ST4_SH5,0.5453876542810293,ST,SH
1771,ST4_SH5,0.33232704960377585,ST,SH
1772,ST4_SH5,0.5177773402416171,ST,SH
1774,ST4_SH5,0.5162366690215678,ST,SH
1775,ST4_SH5,0.44013750856368583,ST,SH
1776,ST4_SH5,0.4096585053107551,ST,SH
1777,ST4_SH5,0.6373009689386472,ST,SH
1781,ST4_SH5,0.5794041075255829,ST,SH
1785,ST4_SH5,0.3588022875640479,ST,SH
1786,ST4_SH5,0.6271860325642306,ST,SH
1789,ST4_SH5,0.6113444637396432,ST,SH
1791,ST4_SH5,0.4856682755487341,ST,SH
1793,ST4_SH5,0.7170758603914344,ST,SH
1795,ST4_SH5,0.5443292820930189,ST,SH
1800,ST4_SH5,0.511364123449188,ST,SH
1803,ST4_SH5,0.6959573288693872,ST,SH
1811,ST4_SH5,0.5599895615873167,ST,SH
1812,ST4_SH5,0.6171458971491498,ST,SH
1813,ST4_SH5,0.31053130456187594,ST,SH
1819,ST4_SH5,0.6896248254201571,ST,SH
1821,ST4_SH5,0.6494307431578333,ST,SH
1822,ST4_SH5,0.2970113788417077,ST,SH
1826,ST4_SH5,0.554728838204208,ST,SH
1829,ST4_SH5,0.6391846224526291,ST,SH
1830,ST4_SH5,0.4587157933570006,ST,SH
1831,ST4_SH5,0.5882205165739783,ST,SH
1832,ST4_SH5,0.6574079366819611,ST,SH
1833,ST4_SH5,0.5886425836438224,ST,SH
1835,ST4_SH5,0.5111702758350584,ST,SH
1838,ST4_SH5,0.5553379804692586,ST,SH
1839,ST4_SH5,0.49078112007175334,ST,SH
1843,ST4_SH5,0.5735271927772279,ST,SH
1847,ST4_SH5,0.5700709492050038,ST,SH
1849,ST4_SH5,0.5794468208617158,ST,SH
1850,ST4_SH5,0.5587749492090041,ST,SH
1854,ST4_SH5,0.45350457780001135,ST,SH
1855,ST4_SH5,0.277866016221438,ST,SH
1856,ST4_SH5,0.5378258463776329,ST,SH
1859,ST4_SH5,0.5122521113999224,ST,SH
1860,ST4_SH5,0.47845129706192313,ST,SH
1864,ST4_SH5,0.33153372250981006,ST,SH
1865,ST4_SH5,0.6102575502593928,ST,SH
1868,ST4_SH5,0.4412979337167042,ST,SH
1869,ST4_SH5,0.7051596394391519,ST,SH
1870,ST4_SH5,0.49996054750115493,ST,SH
1871,ST4_SH5,0.4948629682477974,ST,SH
1881,ST4_SH5,0.5413077421976459,ST,SH
1888,ST4_SH5,0.5638136818350663,ST,SH
1889,ST4_SH5,0.4888211401690656,ST,SH
1892,ST4_SH5,0.5106484708940662,ST,SH
1900,ST4_SH5,0.5696305290031316,ST,SH
1904,ST4_SH5,0.6224942114980143,ST,SH
1905,ST4_SH5,0.2631695519432034,ST,SH
1907,ST4_SH5,0.4031532228009028,ST,SH
1908,ST4_SH5,0.5203598168194196,ST,SH
1909,ST4_SH5,0.45699210734893075,ST,SH
1910,ST4_SH5,0.5524192869158057,ST,SH
1914,ST4_SH5,0.3977433767846673,ST,SH
1919,ST4_SH5,0.7014398258755471,ST,SH
1921,ST4_SH5,0.5376739689244739,ST,SH
1922,ST4_SH5,0.389222746825313,ST,SH
1923,ST4_SH5,0.6117717505456178,ST,SH
1925,ST4_SH5,0.5847803739071942,ST,SH
1926,ST4_SH5,0.5330124992658795,ST,SH
1930,ST4_SH5,0.3940548345173747,ST,SH
1936,ST4_SH5,0.19072883850829164,ST,SH
1937,ST4_SH5,0.5984277878549208,ST,SH
1942,ST4_SH5,0.6559690633566575,ST,SH
1943,ST4_SH5,0.3605409517144662,ST,SH
1946,ST4_SH5,0.2803971536444345,ST,SH
1948,ST4_SH5,0.6397098188659353,ST,SH
1950,ST4_SH5,0.4117900320647248,ST,SH
1951,ST4_SH5,0.6817382744891941,ST,SH
1952,ST4_SH5,0.5325958288407313,ST,SH
1955,ST4_SH5,0.6285978318421854,ST,SH
1957,ST4_SH5,0.6144517999349227,ST,SH
1959,ST4_SH5,0.5446871015690614,ST,SH
1961,ST4_SH5,0.6626987404642952,ST,SH
1962,ST4_SH5,0.5785631143162766,ST,SH
1964,ST4_SH5,0.5010575392819643,ST,SH
1965,ST4_SH5,0.3359085137442022,ST,SH
1967,ST4_SH5,0.3062537420803469,ST,SH
1968,ST4_SH5,0.5562664192272507,ST,SH
1969,ST4_SH5,0.40818865917372527,ST,SH
1974,ST4_SH5,0.5129234361922071,ST,SH
1975,ST4_SH5,0.4331895301305317,ST,SH
1977,ST4_SH5,0.6985143643824572,ST,SH
1978,ST4_SH5,0.4637089409969276,ST,SH
1981,ST4_SH5,0.43783162678468174,ST,SH
1982,ST4_SH5,0.4855054309689126,ST,SH
1983,ST4_SH5,0.7118216942213594,ST,SH
1991,ST4_SH5,0.47155870435646735,ST,SH
1992,ST4_SH5,0.6313114459334743,ST,SH
1993,ST4_SH5,0.4081195539257292,ST,SH
1998,ST4_SH5,0.40463708813567234,ST,SH
1999,ST4_SH5,0.44879904030130197,ST,SH
2004,ST4_SH5,0.5680501435565752,ST,SH
2007,ST4_SH5,0.6178673129765356,ST,SH
2011,ST4_SH5,0.4948362617183096,ST,SH
2017,ST4_SH5,0.6705018433570149,ST,SH
2020,ST4_SH5,0.33670350235532964,ST,SH
2023,ST4_SH5,0.558176112980428,ST,SH
2025,ST4_SH5,0.4406664817571896,ST,SH
2034,ST4_SH5,0.4978527685016136,ST,SH
2035,ST4_SH5,0.627682271029463,ST,SH
2036,ST4_SH5,0.3778444528209947,ST,SH
2037,ST4_SH5,0.5115091133506283,ST,SH
2043,ST4_SH5,0.6418489636592324,ST,SH
2044,ST4_SH5,0.5480497399742117,ST,SH
2045,ST4_SH5,0.5929550078516845,ST,SH
2047,ST4_SH5,0.6309975768365687,ST,SH
2051,ST4_SH5,0.521533351351429,ST,SH
2052,ST4_SH5,0.47155870435646735,ST,SH
2053,ST4_SH5,0.6323833650309548,ST,SH
2057,ST4_SH5,0.6095300343503257,ST,SH
2058,ST4_SH5,0.6678981734700992,ST,SH
2059,ST4_SH5,0.24469818074379007,ST,SH
702,ST4_SH5,0.5478075188165661,ST,SH
703,ST4_SH5,0.6262322796296057,ST,SH
706,ST4_SH5,0.5817221844672208,ST,SH
713,ST4_SH5,0.44415515440624476,ST,SH
717,ST4_SH5,0.410380625791135,ST,SH
718,ST4_SH5,0.282363753873767,ST,SH
719,ST4_SH5,0.46431573048885083,ST,SH
720,ST4_SH5,0.5824054150107801,ST,SH
721,ST4_SH5,0.47587622678293856,ST,SH
723,ST4_SH5,0.48909141343264123,ST,SH
725,ST4_SH5,0.2876994983936411,ST,SH
726,ST4_SH5,0.5225988734783473,ST,SH
728,ST4_SH5,0.6281654041547794,ST,SH
729,ST4_SH5,0.43635377480259663,ST,SH
732,ST4_SH5,0.5277154356190102,ST,SH
737,ST4_SH5,0.4791035003856582,ST,SH
739,ST4_SH5,0.6473371383613127,ST,SH
741,ST4_SH5,0.6767304998640797,ST,SH
747,ST4_SH5,0.6197969649793306,ST,SH
748,ST4_SH5,0.5277806693381594,ST,SH
750,ST4_SH5,0.36560613386873736,ST,SH
751,ST4_SH5,0.4903758868651326,ST,SH
754,ST4_SH5,0.49208956298008943,ST,SH
759,ST4_SH5,0.5146805631433827,ST,SH
760,ST4_SH5,0.44700925339914976,ST,SH
762,ST4_SH5,0.32069195958844277,ST,SH
764,ST4_SH5,0.44356778811943864,ST,SH
765,ST4_SH5,0.6529757394477497,ST,SH
771,ST4_SH5,0.41375856207609696,ST,SH
775,ST4_SH5,0.6327069523342193,ST,SH
781,ST4_SH5,0.33555950973726617,ST,SH
782,ST4_SH5,0.3674568154766052,ST,SH
784,ST4_SH5,0.667330400611944,ST,SH
785,ST4_SH5,0.571598222622074,ST,SH
787,ST4_SH5,0.35680836443413955,ST,SH
788,ST4_SH5,0.3243249672236056,ST,SH
790,ST4_SH5,0.3792814968716782,ST,SH
792,ST4_SH5,0.6304810191264827,ST,SH
793,ST4_SH5,0.6998825753008331,ST,SH
796,ST4_SH5,0.22476473567145566,ST,SH
799,ST4_SH5,0.4996147208507843,ST,SH
802,ST4_SH5,0.6085285575588976,ST,SH
803,ST4_SH5,0.557551056860546,ST,SH
813,ST4_SH5,0.4395122199420257,ST,SH
817,ST4_SH5,0.4486700162544529,ST,SH
818,ST4_SH5,0.45698774008417814,ST,SH
820,ST4_SH5,0.46987847749735234,ST,SH
821,ST4_SH5,0.4770809848626828,ST,SH
824,ST4_SH5,0.5430703475591024,ST,SH
825,ST4_SH5,0.45544266082320506,ST,SH
827,ST4_SH5,0.511969137367669,ST,SH
830,ST4_SH5,0.5842883341159647,ST,SH
831,ST4_SH5,0.5091259617155665,ST,SH
833,ST4_SH5,0.47853706070515967,ST,SH
834,ST4_SH5,0.6036166379584194,ST,SH
835,ST4_SH5,0.6158256756407468,ST,SH
840,ST4_SH5,0.26964009385953924,ST,SH
841,ST4_SH5,0.5654926226297916,ST,SH
847,ST4_SH5,0.5697237788477376,ST,SH
849,ST4_SH5,0.5285297401457162,ST,SH
856,ST4_SH5,0.6305364350528585,ST,SH
860,ST4_SH5,0.6532014605383959,ST,SH
861,ST4_SH5,0.6034970141843183,ST,SH
863,ST4_SH5,0.29107130426808203,ST,SH
869,ST4_SH5,0.5879815556543332,ST,SH
871,ST4_SH5,0.5201697715880622,ST,SH
872,ST4_SH5,0.5589084439166803,ST,SH
881,ST4_SH5,0.4073864598789373,ST,SH
888,ST4_SH5,0.5350980448191808,ST,SH
889,ST4_SH5,0.4305542672941703,ST,SH
894,ST4_SH5,0.37640402214677743,ST,SH
895,ST4_SH5,0.566961291679923,ST,SH
896,ST4_SH5,0.44816155522992013,ST,SH
900,ST4_SH5,0.6168693208425555,ST,SH
916,ST4_SH5,0.48670300032778924,ST,SH
917,ST4_SH5,0.6112041621195751,ST,SH
918,ST4_SH5,0.5933820172938018,ST,SH
920,ST4_SH5,0.6415550785930981,ST,SH
922,ST4_SH5,0.49539787176093686,ST,SH
924,ST4_SH5,0.446859059995653,ST,SH
925,ST4_SH5,0.4725004049226417,ST,SH
926,ST4_SH5,0.37997008100709295,ST,SH
929,ST4_SH5,0.7133962403076084,ST,SH
932,ST4_SH5,0.4050321847591037,ST,SH
933,ST4_SH5,0.5207407490446907,ST,SH
934,ST4_SH5,0.5970550203655205,ST,SH
936,ST4_SH5,0.6092929655527172,ST,SH
939,ST4_SH5,0.5935856682762864,ST,SH
940,ST4_SH5,0.6643061035226219,ST,SH
941,ST4_SH5,0.5347223614785177,ST,SH
943,ST4_SH5,0.4658653069183427,ST,SH
944,ST4_SH5,0.49922315781763227,ST,SH
945,ST4_SH5,0.4386773402489085,ST,SH
946,ST4_SH5,0.586531553676271,ST,SH
947,ST4_SH5,0.5274227508830545,ST,SH
948,ST4_SH5,0.6724298115509887,ST,SH
949,ST4_SH5,0.48319767992413176,ST,SH
954,ST4_SH5,0.4996920942616958,ST,SH
1593,ST4_SH5,0.3555909875648823,ST,SH
1594,ST4_SH5,0.32994135617634573,ST,SH
1598,ST4_SH5,0.5541896903530134,ST,SH
1600,ST4_SH5,0.51511761923264,ST,SH
1602,ST4_SH5,0.5636910594297724,ST,SH
1603,ST4_SH5,0.6231935339789378,ST,SH
1604,ST4_SH5,0.54354117021196,ST,SH
1606,ST4_SH5,0.6582831065686621,ST,SH
1607,ST4_SH5,0.5725486525505121,ST,SH
1608,ST4_SH5,0.4667903421784879,ST,SH
1611,ST4_SH5,0.41652316606826384,ST,SH
1615,ST4_SH5,0.5794453987246879,ST,SH
1616,ST4_SH5,0.47454479544482875,ST,SH
1618,ST4_SH5,0.5773714728482908,ST,SH
1621,ST4_SH5,0.5179301734301589,ST,SH
1624,ST4_SH5,0.469098176277131,ST,SH
1625,ST4_SH5,0.5866186738154533,ST,SH
1626,ST4_SH5,0.3160996773544531,ST,SH
1627,ST4_SH5,0.5654359174065716,ST,SH
1632,ST4_SH5,0.5639932045462556,ST,SH
1633,ST4_SH5,0.45555053690002817,ST,SH
1635,ST4_SH5,0.6049510701328457,ST,SH
1639,ST4_SH5,0.3583079395631009,ST,SH
1640,ST4_SH5,0.43444028392239203,ST,SH
1642,ST4_SH5,0.34866496463453506,ST,SH
1643,ST4_SH5,0.4861577331059317,ST,SH
1644,ST4_SH5,0.4968692550162168,ST,SH
1645,ST4_SH5,0.49912729400346606,ST,SH
1649,ST4_SH5,0.5809115769646309,ST,SH
1650,ST4_SH5,0.41077633295474947,ST,SH
1651,ST4_SH5,0.5700667709219134,ST,SH
1652,ST4_SH5,0.5870465865440121,ST,SH
1657,ST4_SH5,0.5310764989150525,ST,SH
1659,ST4_SH5,0.5735155017748599,ST,SH
1660,ST4_SH5,0.4575056661243688,ST,SH
1661,ST4_SH5,0.47545860664220807,ST,SH
1663,ST4_SH5,0.5156592855185904,ST,SH
1664,ST4_SH5,0.48154007876854876,ST,SH
1666,ST4_SH5,0.347588456964779,ST,SH
1667,ST4_SH5,0.5750525734791792,ST,SH
1670,ST4_SH5,0.12395330483700016,ST,SH
1671,ST4_SH5,0.4300502177796856,ST,SH
1675,ST4_SH5,0.5744181570345556,ST,SH
1676,ST4_SH5,0.5295507877215289,ST,SH
1677,ST4_SH5,0.579121224527629,ST,SH
1680,ST4_SH5,0.34462123604180783,ST,SH
1683,ST4_SH5,0.503689393793957,ST,SH
1685,ST4_SH5,0.5190481459369031,ST,SH
1686,ST4_SH5,0.5401687470356934,ST,SH
1687,ST4_SH5,0.4138850891544004,ST,SH
1688,ST4_SH5,0.623086392359005,ST,SH
1691,ST4_SH5,0.43493640952860607,ST,SH
1693,ST4_SH5,0.5188896483533358,ST,SH
1694,ST4_SH5,0.3709970129496976,ST,SH
1697,ST4_SH5,0.4445047067846187,ST,SH
1699,ST4_SH5,0.6164134305636553,ST,SH
1702,ST4_SH5,0.5337875338367621,ST,SH
1704,ST4_SH5,0.6152612659165907,ST,SH
1705,ST4_SH5,0.445980660847525,ST,SH
1706,ST4_SH5,0.5948238806034982,ST,SH
1712,ST4_SH5,0.6602032747594129,ST,SH
1713,ST4_SH5,0.6071047829953462,ST,SH
1717,ST4_SH5,0.5802307963049147,ST,SH
1718,ST4_SH5,0.6579731491232043,ST,SH
1721,ST4_SH5,0.5659596987705563,ST,SH
1723,ST4_SH5,0.49823733876152415,ST,SH
1724,ST4_SH5,0.5599006746351651,ST,SH
1729,ST4_SH5,0.4346504310565084,ST,SH
1731,ST4_SH5,0.5392427399503531,ST,SH
1733,ST4_SH5,0.10622314781822262,ST,SH
1734,ST4_SH5,0.616623732787971,ST,SH
1741,ST4_SH5,0.5543819650306779,ST,SH
1742,ST4_SH5,0.5269206101244907,ST,SH
1743,ST4_SH5,0.43434123011134645,ST,SH
1747,ST4_SH5,0.489408700521741,ST,SH
1751,ST4_SH5,0.5510486541153012,ST,SH
1753,ST4_SH5,0.5080740649433723,ST,SH
1754,ST4_SH5,0.7029395818142217,ST,SH
1759,ST4_SH5,0.5686266621643431,ST,SH
1760,ST4_SH5,0.633571520879372,ST,SH
1762,ST4_SH5,0.631168745372508,ST,SH
1763,ST4_SH5,0.45431692709795735,ST,SH
1764,ST4_SH5,0.5751918503659225,ST,SH
1767,ST4_SH5,0.4602759859993253,ST,SH
1768,ST4_SH5,0.3589059932889323,ST,SH
1769,ST4_SH5,0.4275064038293202,ST,SH
1770,ST4_SH5,0.6177521702772675,ST,SH
1771,ST4_SH5,0.4728215740317481,ST,SH
1772,ST4_SH5,0.5389119398040789,ST,SH
1774,ST4_SH5,0.4691910330012583,ST,SH
1775,ST4_SH5,0.3890312425373013,ST,SH
1776,ST4_SH5,0.4208689776889515,ST,SH
1777,ST4_SH5,0.4767300947584286,ST,SH
1781,ST4_SH5,0.5916373620775891,ST,SH
1785,ST4_SH5,0.5729640474844424,ST,SH
1786,ST4_SH5,0.5363612990524519,ST,SH
1789,ST4_SH5,0.5303413423356155,ST,SH
1791,ST4_SH5,0.4553530543301363,ST,SH
1793,ST4_SH5,0.6924982857388687,ST,SH
1795,ST4_SH5,0.5422138839205863,ST,SH
1800,ST4_SH5,0.5838235292058385,ST,SH
1803,ST4_SH5,0.5916366297870032,ST,SH
1811,ST4_SH5,0.38811164645693474,ST,SH
1812,ST4_SH5,0.49649222935594023,ST,SH
1813,ST4_SH5,0.6371461382340539,ST,SH
1819,ST4_SH5,0.5858424166272651,ST,SH
1821,ST4_SH5,0.7008394871757739,ST,SH
1822,ST4_SH5,0.5274415666205902,ST,SH
1826,ST4_SH5,0.29052172823302497,ST,SH
1829,ST4_SH5,0.5955943407789586,ST,SH
1830,ST4_SH5,0.5804712960879694,ST,SH
1831,ST4_SH5,0.2596217336612767,ST,SH
1832,ST4_SH5,0.6092920620397749,ST,SH
1833,ST4_SH5,0.6343049077048316,ST,SH
1835,ST4_SH5,0.3283239787838948,ST,SH
1838,ST4_SH5,0.4900170845896737,ST,SH
1839,ST4_SH5,0.6062323722101902,ST,SH
1843,ST4_SH5,0.6147618881840509,ST,SH
1847,ST4_SH5,0.5525679274642984,ST,SH
1849,ST4_SH5,0.45951641126312925,ST,SH
1850,ST4_SH5,0.4681481587073081,ST,SH
1854,ST4_SH5,0.5158223250788846,ST,SH
1855,ST4_SH5,0.2389455861232506,ST,SH
1856,ST4_SH5,0.38529317711045236,ST,SH
1859,ST4_SH5,0.6346225000783338,ST,SH
1860,ST4_SH5,0.37143198835794194,ST,SH
1864,ST4_SH5,0.4936754752818429,ST,SH
1865,ST4_SH5,0.25295076574117037,ST,SH
1868,ST4_SH5,0.4535325012316992,ST,SH
1869,ST4_SH5,0.6181198663745351,ST,SH
1870,ST4_SH5,0.46143030202282054,ST,SH
1871,ST4_SH5,0.49884007179041046,ST,SH
1881,ST4_SH5,0.6470875331791872,ST,SH
1888,ST4_SH5,0.5507895490117011,ST,SH
1889,ST4_SH5,0.3849711056310586,ST,SH
1892,ST4_SH5,0.539189057600679,ST,SH
1900,ST4_SH5,0.5400185261810042,ST,SH
1904,ST4_SH5,0.5141557207588524,ST,SH
1905,ST4_SH5,0.35211208206481087,ST,SH
1907,ST4_SH5,0.29208361782989756,ST,SH
1909,ST4_SH5,0.2074318777528836,ST,SH
1910,ST4_SH5,0.5747692728117113,ST,SH
1914,ST4_SH5,0.3543480718754668,ST,SH
1919,ST4_SH5,0.5344257500066516,ST,SH
1921,ST4_SH5,0.5008373212131197,ST,SH
1922,ST4_SH5,0.34501761832679945,ST,SH
1923,ST4_SH5,0.5397005387412327,ST,SH
1925,ST4_SH5,0.5313930915614647,ST,SH
1926,ST4_SH5,0.5488319162654779,ST,SH
1930,ST4_SH5,0.5445319660441936,ST,SH
1936,ST4_SH5,0.4350800622500705,ST,SH
1937,ST4_SH5,0.5967530941671937,ST,SH
1942,ST4_SH5,0.6395736201364937,ST,SH
1943,ST4_SH5,0.6240741117052931,ST,SH
1946,ST4_SH5,0.2915133792023905,ST,SH
1948,ST4_SH5,0.4331389285255131,ST,SH
1950,ST4_SH5,0.49583251191065386,ST,SH
1951,ST4_SH5,0.53270671238579,ST,SH
1952,ST4_SH5,0.43015722747860524,ST,SH
1955,ST4_SH5,0.6706091069439791,ST,SH
1957,ST4_SH5,0.5861513215961804,ST,SH
1959,ST4_SH5,0.46375686690636186,ST,SH
1961,ST4_SH5,0.3991955958408499,ST,SH
1962,ST4_SH5,0.4597259173908208,ST,SH
1964,ST4_SH5,0.26163954541959794,ST,SH
1965,ST4_SH5,0.5418717417474865,ST,SH
1967,ST4_SH5,0.326978847827627,ST,SH
1968,ST4_SH5,0.5152035034677143,ST,SH
1969,ST4_SH5,0.5416384525029567,ST,SH
1974,ST4_SH5,0.5133035951928719,ST,SH
1975,ST4_SH5,0.21460878138250777,ST,SH
1977,ST4_SH5,0.5411335742955208,ST,SH
1978,ST4_SH5,0.5724624234924597,ST,SH
1981,ST4_SH5,0.4783945520932235,ST,SH
1982,ST4_SH5,0.6436747298241402,ST,SH
1983,ST4_SH5,0.373743952632077,ST,SH
1991,ST4_SH5,0.48718739010321355,ST,SH
1992,ST4_SH5,0.42962774859097125,ST,SH
1993,ST4_SH5,0.36160918270662484,ST,SH
1998,ST4_SH5,0.45698603146094785,ST,SH
1999,ST4_SH5,0.48875897950820485,ST,SH
2004,ST4_SH5,0.5255496566183552,ST,SH
2007,ST4_SH5,0.5236171280105575,ST,SH
2011,ST4_SH5,0.48117240486541485,ST,SH
2017,ST4_SH5,0.37145917785209864,ST,SH
2020,ST4_SH5,0.5322604365882335,ST,SH
2023,ST4_SH5,0.5627522339667809,ST,SH
2025,ST4_SH5,0.490614644702489,ST,SH
2034,ST4_SH5,0.5510565963703346,ST,SH
2035,ST4_SH5,0.6188652028116624,ST,SH
2036,ST4_SH5,0.6678155295216737,ST,SH
2037,ST4_SH5,0.6225106593097595,ST,SH
2043,ST4_SH5,0.771678357378673,ST,SH
2044,ST4_SH5,0.5551997013618621,ST,SH
2045,ST4_SH5,0.5610890885536429,ST,SH
2047,ST4_SH5,0.6874577189032812,ST,SH
2051,ST4_SH5,0.4287124626118429,ST,SH
2052,ST4_SH5,0.5629347692724334,ST,SH
2053,ST4_SH5,0.34549530737830914,ST,SH
2057,ST4_SH5,0.6597061446468321,ST,SH
2058,ST4_SH5,0.6217307353353783,ST,SH
2059,ST4_SH5,0.5581953881022113,ST,SH
702,KO4_SH6,0.4679214964177959,KO,SH
703,KO4_SH6,0.5596198032921156,KO,SH
706,KO4_SH6,0.5401095322128134,KO,SH
713,KO4_SH6,0.5722791384953327,KO,SH
717,KO4_SH6,0.4778206844037735,KO,SH
718,KO4_SH6,0.33607873734299937,KO,SH
719,KO4_SH6,0.6245221655410262,KO,SH
720,KO4_SH6,0.4856967226820698,KO,SH
721,KO4_SH6,0.5034746141582479,KO,SH
723,KO4_SH6,0.3996159005626484,KO,SH
725,KO4_SH6,0.25203940451746243,KO,SH
726,KO4_SH6,0.2658781276373843,KO,SH
728,KO4_SH6,0.6943647963469701,KO,SH
729,KO4_SH6,0.5151351900902752,KO,SH
732,KO4_SH6,0.45777054306422954,KO,SH
737,KO4_SH6,0.4744466795957751,KO,SH
739,KO4_SH6,0.4596788394968807,KO,SH
741,KO4_SH6,0.5962557233545162,KO,SH
747,KO4_SH6,0.5513007609358008,KO,SH
748,KO4_SH6,0.43856746615151754,KO,SH
750,KO4_SH6,0.5460141730431329,KO,SH
751,KO4_SH6,0.3435743504631348,KO,SH
753,KO4_SH6,0.49514624249446354,KO,SH
754,KO4_SH6,0.4784817985331755,KO,SH
759,KO4_SH6,0.46664565121388013,KO,SH
760,KO4_SH6,0.4306340705860581,KO,SH
762,KO4_SH6,0.391630644656189,KO,SH
764,KO4_SH6,0.5629454292269598,KO,SH
765,KO4_SH6,0.5560493098611751,KO,SH
771,KO4_SH6,0.6208793623207343,KO,SH
775,KO4_SH6,0.48892165742232396,KO,SH
781,KO4_SH6,0.47296951187130787,KO,SH
782,KO4_SH6,0.6601268491779027,KO,SH
784,KO4_SH6,0.43958757858525277,KO,SH
785,KO4_SH6,0.5535014669379412,KO,SH
787,KO4_SH6,0.5730235581821302,KO,SH
788,KO4_SH6,0.5281550659626835,KO,SH
790,KO4_SH6,0.6780936207872388,KO,SH
792,KO4_SH6,0.49415419772129004,KO,SH
793,KO4_SH6,0.5348236265449215,KO,SH
796,KO4_SH6,0.666278270771125,KO,SH
799,KO4_SH6,0.5477326248371589,KO,SH
802,KO4_SH6,0.3660442321575171,KO,SH
803,KO4_SH6,0.48749492621755125,KO,SH
813,KO4_SH6,0.38398931468974096,KO,SH
817,KO4_SH6,0.57735811135111,KO,SH
818,KO4_SH6,0.5155880114298751,KO,SH
820,KO4_SH6,0.42895165036897764,KO,SH
821,KO4_SH6,0.5668320567498408,KO,SH
824,KO4_SH6,0.42119638018172634,KO,SH
825,KO4_SH6,0.5476417741680485,KO,SH
827,KO4_SH6,0.5013943663557665,KO,SH
830,KO4_SH6,0.5453947000595043,KO,SH
831,KO4_SH6,0.6624092030951152,KO,SH
833,KO4_SH6,0.5437229854686075,KO,SH
834,KO4_SH6,0.5806564080985203,KO,SH
835,KO4_SH6,0.42697577919004015,KO,SH
839,KO4_SH6,0.5267959995297262,KO,SH
840,KO4_SH6,0.31690029487036153,KO,SH
841,KO4_SH6,0.49206391971532787,KO,SH
847,KO4_SH6,0.4037853039612434,KO,SH
849,KO4_SH6,0.4908199110794227,KO,SH
856,KO4_SH6,0.6824280867684822,KO,SH
860,KO4_SH6,0.6059196226128339,KO,SH
861,KO4_SH6,0.6410547493939964,KO,SH
863,KO4_SH6,0.7136203116318031,KO,SH
869,KO4_SH6,0.6415592450630228,KO,SH
871,KO4_SH6,0.5326440766139532,KO,SH
872,KO4_SH6,0.6698536290930979,KO,SH
881,KO4_SH6,0.4746646547560572,KO,SH
